datetime,index,date,time,open,high,low,close,rangeHigh,rangeLow,range,signal,tradePosition,tradeCount,inTrade,entryCount,buyPrice,buySL,buyTgt,sellPrice,sellSL,sellTgt,buySLHit,buyTgtHit,buyTradeOn,buyExitPrice,buyMTM,buyPnL,sellSLHit,sellTgtHit,sellTradeOn,sellExitPrice,sellMTM,sellPnL,buyMaxMTM,buyMinMTM,sellMaxMTM,sellMinMTM,totalPnl
2022-04-29 09:16:00,BANKNIFTY,2022-04-29,09:16:00,36524.0,36552.25,36441.0,36515.05,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:17:00,BANKNIFTY,2022-04-29,09:17:00,36503.1,36515.4,36452.4,36475.65,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:18:00,BANKNIFTY,2022-04-29,09:18:00,36476.7,36516.4,36476.7,36491.4,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:19:00,BANKNIFTY,2022-04-29,09:19:00,36492.8,36517.65,36475.25,36475.25,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:20:00,BANKNIFTY,2022-04-29,09:20:00,36477.85,36507.25,36471.95,36476.1,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:21:00,BANKNIFTY,2022-04-29,09:21:00,36475.2,36490.35,36460.05,36471.95,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:22:00,BANKNIFTY,2022-04-29,09:22:00,36473.2,36534.1,36471.15,36525.35,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:23:00,BANKNIFTY,2022-04-29,09:23:00,36523.05,36533.35,36504.15,36533.35,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:24:00,BANKNIFTY,2022-04-29,09:24:00,36537.65,36572.3,36527.15,36568.3,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:25:00,BANKNIFTY,2022-04-29,09:25:00,36568.5,36582.55,36542.7,36578.25,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:26:00,BANKNIFTY,2022-04-29,09:26:00,36583.05,36589.55,36565.85,36579.55,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:27:00,BANKNIFTY,2022-04-29,09:27:00,36578.25,36603.1,36577.2,36584.7,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:28:00,BANKNIFTY,2022-04-29,09:28:00,36583.55,36583.9,36551.95,36561.65,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:29:00,BANKNIFTY,2022-04-29,09:29:00,36568.5,36573.3,36558.9,36566.05,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:30:00,BANKNIFTY,2022-04-29,09:30:00,36568.8,36568.8,36543.0,36554.85,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:31:00,BANKNIFTY,2022-04-29,09:31:00,36557.5,36578.75,36533.4,36568.25,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:32:00,BANKNIFTY,2022-04-29,09:32:00,36567.45,36583.7,36562.0,36575.35,36603.1,36441.0,162.09999999999854,,,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:33:00,BANKNIFTY,2022-04-29,09:33:00,36577.9,36606.15,36574.9,36601.1,36603.1,36441.0,162.09999999999854,Buy,Buy,1,1,1,36603.1,36441.0,36606.342,,,,0,0,1,0.0,-2.0,0.0,0,0,0,0.0,0.0,0.0,3.0500000000029104,0.0,0.0,0.0,0.0
2022-04-29 09:34:00,BANKNIFTY,2022-04-29,09:34:00,36602.8,36602.8,36578.45,36580.5,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,0,1,0.0,-22.599999999998545,0.0,0,0,0,0.0,0.0,0.0,0.0,-0.2999999999956344,0.0,0.0,0.0
2022-04-29 09:35:00,BANKNIFTY,2022-04-29,09:35:00,36582.5,36585.1,36569.7,36570.75,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,36606.342,0.0,3.24199999999837,0,0,0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,3.24199999999837
2022-04-29 09:36:00,BANKNIFTY,2022-04-29,09:36:00,36571.6,36580.45,36558.4,36574.0,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-22.650000000001455,0.0,0.0,0.0
2022-04-29 09:37:00,BANKNIFTY,2022-04-29,09:37:00,36570.35,36585.0,36566.45,36573.5,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-18.099999999998545,0.0,0.0,0.0
2022-04-29 09:38:00,BANKNIFTY,2022-04-29,09:38:00,36575.05,36581.75,36561.3,36578.15,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-21.349999999998545,0.0,0.0,0.0
2022-04-29 09:39:00,BANKNIFTY,2022-04-29,09:39:00,36577.35,36588.85,36574.3,36577.35,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-14.25,0.0,0.0,0.0
2022-04-29 09:40:00,BANKNIFTY,2022-04-29,09:40:00,36572.8,36575.25,36548.95,36555.85,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-27.849999999998545,0.0,0.0,0.0
2022-04-29 09:41:00,BANKNIFTY,2022-04-29,09:41:00,36557.25,36570.4,36552.75,36557.3,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-32.69999999999709,0.0,0.0,0.0
2022-04-29 09:42:00,BANKNIFTY,2022-04-29,09:42:00,36555.7,36559.8,36533.85,36533.85,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-43.299999999995634,0.0,0.0,0.0
2022-04-29 09:43:00,BANKNIFTY,2022-04-29,09:43:00,36535.7,36538.75,36505.0,36511.3,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-64.34999999999854,0.0,0.0,0.0
2022-04-29 09:44:00,BANKNIFTY,2022-04-29,09:44:00,36507.75,36524.6,36503.9,36503.9,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-78.5,0.0,0.0,0.0
2022-04-29 09:45:00,BANKNIFTY,2022-04-29,09:45:00,36504.0,36506.65,36484.7,36491.05,36603.1,36441.0,162.09999999999854,,Buy,1,1,0,36603.1,36441.0,36606.342,,,,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-96.44999999999709,0.0,0.0,0.0
2022-04-29 09:46:00,BANKNIFTY,2022-04-29,09:46:00,36489.25,36491.45,36425.4,36433.9,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,1,,,,36441.0,36603.1,36437.758,1,1,0,0.0,0.0,0.0,0,0,1,0.0,7.099999999998545,0.0,0.0,0.0,15.599999999998545,0.0,0.0
2022-04-29 09:47:00,BANKNIFTY,2022-04-29,09:47:00,36436.0,36442.9,36414.45,36421.1,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,0,1,0.0,19.900000000001455,0.0,0.0,0.0,26.55000000000291,0.0,0.0
2022-04-29 09:48:00,BANKNIFTY,2022-04-29,09:48:00,36420.7,36420.7,36376.85,36383.25,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,36437.758,0.0,3.24199999999837,0.0,0.0,64.15000000000146,0.0,3.24199999999837
2022-04-29 09:49:00,BANKNIFTY,2022-04-29,09:49:00,36379.85,36413.15,36369.8,36402.5,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,71.19999999999709,0.0,0.0
2022-04-29 09:50:00,BANKNIFTY,2022-04-29,09:50:00,36406.15,36409.15,36375.45,36375.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,65.55000000000291,0.0,0.0
2022-04-29 09:51:00,BANKNIFTY,2022-04-29,09:51:00,36380.05,36390.2,36362.2,36386.35,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,78.80000000000291,0.0,0.0
2022-04-29 09:52:00,BANKNIFTY,2022-04-29,09:52:00,36390.35,36404.15,36346.95,36404.15,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,94.05000000000291,0.0,0.0
2022-04-29 09:53:00,BANKNIFTY,2022-04-29,09:53:00,36407.6,36443.3,36403.65,36438.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,37.349999999998545,0.0,0.0
2022-04-29 09:54:00,BANKNIFTY,2022-04-29,09:54:00,36430.05,36446.9,36419.3,36434.65,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,21.69999999999709,0.0,0.0
2022-04-29 09:55:00,BANKNIFTY,2022-04-29,09:55:00,36426.45,36434.75,36398.45,36398.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,42.55000000000291,0.0,0.0
2022-04-29 09:56:00,BANKNIFTY,2022-04-29,09:56:00,36393.65,36393.65,36375.45,36375.8,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,65.55000000000291,0.0,0.0
2022-04-29 09:57:00,BANKNIFTY,2022-04-29,09:57:00,36381.8,36418.65,36378.5,36410.2,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0
2022-04-29 09:58:00,BANKNIFTY,2022-04-29,09:58:00,36403.5,36413.05,36381.0,36405.75,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
2022-04-29 09:59:00,BANKNIFTY,2022-04-29,09:59:00,36404.85,36404.85,36379.4,36389.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,61.599999999998545,0.0,0.0
2022-04-29 10:00:00,BANKNIFTY,2022-04-29,10:00:00,36394.25,36395.85,36382.95,36386.1,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,58.05000000000291,0.0,0.0
2022-04-29 10:01:00,BANKNIFTY,2022-04-29,10:01:00,36391.55,36392.6,36353.7,36356.55,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,87.30000000000291,0.0,0.0
2022-04-29 10:02:00,BANKNIFTY,2022-04-29,10:02:00,36356.65,36368.95,36355.3,36367.25,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,85.69999999999709,0.0,0.0
2022-04-29 10:03:00,BANKNIFTY,2022-04-29,10:03:00,36367.9,36390.25,36364.1,36386.9,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,76.90000000000146,0.0,0.0
2022-04-29 10:04:00,BANKNIFTY,2022-04-29,10:04:00,36385.2,36418.35,36383.2,36418.35,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,57.80000000000291,0.0,0.0
2022-04-29 10:05:00,BANKNIFTY,2022-04-29,10:05:00,36417.55,36433.85,36409.8,36416.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,31.19999999999709,0.0,0.0
2022-04-29 10:06:00,BANKNIFTY,2022-04-29,10:06:00,36418.45,36420.75,36405.3,36410.5,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,35.69999999999709,0.0,0.0
2022-04-29 10:07:00,BANKNIFTY,2022-04-29,10:07:00,36409.95,36414.65,36388.6,36392.6,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,52.400000000001455,0.0,0.0
2022-04-29 10:08:00,BANKNIFTY,2022-04-29,10:08:00,36388.45,36395.4,36365.25,36372.85,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,75.75,0.0,0.0
2022-04-29 10:09:00,BANKNIFTY,2022-04-29,10:09:00,36372.4,36388.3,36361.45,36363.2,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,79.55000000000291,0.0,0.0
2022-04-29 10:10:00,BANKNIFTY,2022-04-29,10:10:00,36362.1,36365.95,36342.6,36355.5,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,98.40000000000146,0.0,0.0
2022-04-29 10:11:00,BANKNIFTY,2022-04-29,10:11:00,36349.55,36358.1,36347.25,36350.25,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,0.0
2022-04-29 10:12:00,BANKNIFTY,2022-04-29,10:12:00,36351.2,36389.2,36350.7,36389.2,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,90.30000000000291,0.0,0.0
2022-04-29 10:13:00,BANKNIFTY,2022-04-29,10:13:00,36389.85,36389.85,36378.45,36379.95,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,62.55000000000291,0.0,0.0
2022-04-29 10:14:00,BANKNIFTY,2022-04-29,10:14:00,36380.4,36392.8,36380.4,36389.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,60.599999999998545,0.0,0.0
2022-04-29 10:15:00,BANKNIFTY,2022-04-29,10:15:00,36388.0,36395.75,36385.45,36391.45,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,55.55000000000291,0.0,0.0
2022-04-29 10:16:00,BANKNIFTY,2022-04-29,10:16:00,36392.2,36421.05,36389.8,36421.05,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,51.19999999999709,0.0,0.0
2022-04-29 10:17:00,BANKNIFTY,2022-04-29,10:17:00,36421.6,36437.3,36404.35,36406.65,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,36.650000000001455,0.0,0.0
2022-04-29 10:18:00,BANKNIFTY,2022-04-29,10:18:00,36407.9,36409.5,36398.0,36404.0,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0
2022-04-29 10:19:00,BANKNIFTY,2022-04-29,10:19:00,36405.1,36429.35,36404.55,36420.55,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,36.44999999999709,0.0,0.0
2022-04-29 10:20:00,BANKNIFTY,2022-04-29,10:20:00,36423.75,36438.6,36418.65,36432.75,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,22.349999999998545,0.0,0.0
2022-04-29 10:21:00,BANKNIFTY,2022-04-29,10:21:00,36439.25,36446.7,36433.2,36443.95,36603.1,36441.0,162.09999999999854,Sell,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,7.80000000000291,0.0,0.0
2022-04-29 10:22:00,BANKNIFTY,2022-04-29,10:22:00,36443.15,36475.3,36442.8,36474.45,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8000000000029104,0.0
2022-04-29 10:23:00,BANKNIFTY,2022-04-29,10:23:00,36477.1,36490.5,36473.7,36485.2,36603.1,36441.0,162.09999999999854,,Sell,2,1,0,,,,36441.0,36603.1,36437.758,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-32.69999999999709,0.0
