datetime,open,high,low,close,currWeek_exp_dt,nextWeek_exp_dt,farWeek_exp_dt,currMonth_exp_dt,nextMonth_exp_dt,farMonth_exp_dt
01-01-2020 09:15,32227.8,32295.8,32220.9,32292,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:16,32296.35,32303.3,32283.95,32288.25,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:17,32285.05,32290.85,32279.35,32282.95,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:18,32280.2,32296.25,32270.7,32292.45,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:19,32295.3,32312.05,32294.85,32298.65,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:20,32300.8,32303.45,32288.15,32293.5,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:21,32295,32299.45,32287.45,32289.45,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:22,32293.45,32297.55,32286.2,32295.45,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:23,32297.35,32314.3,32296.5,32314.3,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:24,32316.35,32318.4,32302.5,32308.35,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:25,32311.05,32313.65,32302.9,32311.7,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:26,32313.4,32324.2,32313.3,32323,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:27,32325.15,32325.3,32313.65,32317.35,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:28,32318.45,32327.2,32315.35,32320.05,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:29,32319.45,32339.25,32319.35,32336.65,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:30,32337.05,32346.6,32335.95,32341.75,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:31,32341.6,32348,32337.45,32337.45,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:32,32338.4,32342.8,32334,32340.1,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:33,32337.65,32339,32327.1,32330.95,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:34,32327.8,32332.4,32317.95,32324.4,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:35,32326.35,32329.3,32312.05,32313.4,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:36,32313.25,32313.25,32288.7,32304.4,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:37,32306.85,32306.85,32287.85,32291.55,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:38,32292.65,32294.6,32284.35,32290.6,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:39,32293.05,32294,32286.55,32290.85,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:40,32289.7,32291.85,32279.85,32280.8,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:41,32281.7,32281.7,32237.95,32259.9,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:42,32256,32267.5,32256,32258.1,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:43,32261.9,32261.9,32251.65,32255.45,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:44,32253.05,32253.05,32245.2,32247.55,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:45,32247.6,32251.8,32217.1,32221.05,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:46,32219.85,32220.8,32178.55,32185.15,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:47,32182.75,32193.55,32175.45,32187.55,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:48,32188.35,32207.75,32181.9,32205.3,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:49,32207.35,32210.1,32193.5,32193.5,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:50,32192.4,32193.45,32169.2,32185.6,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:51,32185.2,32194,32181.4,32187.95,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:52,32190.9,32214.25,32190.3,32211.1,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:53,32210.25,32211.65,32200.95,32200.95,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:54,32204.4,32205.65,32187.45,32188.45,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:55,32189.9,32192.6,32183.45,32188.65,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:56,32189.5,32212.1,32187.8,32200.15,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:57,32199.05,32203.05,32189.05,32190.6,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:58,32192.1,32200.1,32190.75,32195.1,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 09:59,32194.8,32207.9,32189.7,32204.2,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:00,32207.55,32207.55,32196.15,32200.95,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:01,32199.7,32203.3,32189.4,32189.65,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:02,32190.15,32196.5,32189.05,32191.4,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:03,32190.35,32192.75,32177.8,32181.4,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:04,32182,32189.8,32180.45,32189.55,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:05,32189,32192.85,32178,32180.3,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:06,32181.75,32186.75,32176.45,32179.9,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:07,32182.35,32185.65,32179.15,32183.75,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:08,32183.9,32187.75,32178.3,32184.8,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:09,32186.05,32186.05,32136.35,32147.4,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:10,32146.1,32155.75,32131.15,32151.9,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:11,32154.75,32161.5,32149.05,32159.1,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:12,32161.75,32162.65,32147.15,32151.8,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:13,32157.1,32160.05,32140.6,32140.7,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:14,32142.65,32147.3,32134.55,32142.25,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:15,32142.55,32149.1,32134.75,32136.6,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:16,32141.2,32142.6,32133.55,32140.2,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:17,32141.1,32158.55,32141.1,32158.55,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:18,32159.05,32159.05,32143.5,32149.8,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:19,32153.65,32154.1,32145.9,32151.75,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:20,32154.35,32168.7,32151.05,32167.2,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:21,32168.75,32174.55,32165.45,32171.35,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:22,32168.75,32174,32155.55,32156,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:23,32156.55,32162.85,32155.05,32160.85,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:24,32160.15,32167,32155.5,32162.9,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:25,32164.95,32165.35,32152.9,32156.3,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:26,32156.6,32180.55,32156.6,32178.9,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:27,32179.65,32185.1,32172.35,32179.05,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:28,32180.1,32185.45,32177.25,32185.4,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:29,32187.05,32188.05,32171.1,32174.4,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:30,32171.55,32171.55,32127.2,32127.2,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:31,32125.55,32144.75,32125.55,32139.9,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:32,32140.3,32149.6,32137.8,32143.85,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:33,32146.85,32157.4,32145.1,32156.3,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:34,32156.15,32162.1,32154,32156.1,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:35,32161.3,32161.3,32147.65,32147.65,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:36,32151.45,32151.45,32134.65,32145,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:37,32145.4,32146.9,32137.2,32140.8,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:38,32142.05,32143.8,32133.65,32137.75,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:39,32139.05,32143.95,32133.65,32141.5,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:40,32145.9,32145.9,32138.05,32141.3,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:41,32143,32154.15,32139.9,32153.2,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:42,32151.95,32163.25,32148.95,32162.65,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:43,32163.3,32163.3,32145.6,32145.6,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:44,32147.75,32149.95,32138.9,32142.7,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:45,32142.35,32148.75,32133.75,32144.6,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:46,32142.85,32145.85,32134.9,32143.45,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:47,32144.75,32144.75,32123.5,32134.75,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:48,32134.7,32136.6,32123.45,32123.45,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:49,32124.5,32128.2,32111.5,32120.75,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:50,32119.95,32122.2,32113.65,32121.65,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:51,32121.25,32122.55,32109.1,32116,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:52,32114.95,32115.05,32090.7,32096.25,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:53,32095.5,32100.7,32089.6,32094.9,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:54,32097.7,32109.6,32094.45,32108.55,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:55,32109.5,32109.5,32094.5,32103.3,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:56,32104.55,32111.35,32100,32108.65,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:57,32112.45,32112.45,32104.85,32109.4,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:58,32108.7,32109,32096.95,32104.95,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 10:59,32105.55,32107.75,32099.7,32107.75,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:00,32107.9,32108.7,32101.95,32104.85,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:01,32105.95,32116,32099.9,32116,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:02,32114.3,32119.1,32110,32117.8,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:03,32118.25,32119.2,32109.55,32111.85,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:04,32112.55,32113.2,32101.25,32112.75,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:05,32112.7,32113.75,32106.85,32110.75,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:06,32111.7,32120.5,32107.3,32120.5,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:07,32121.85,32122.95,32117.75,32120.05,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:08,32122.75,32122.75,32110.55,32120.5,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:09,32121.85,32122.8,32110.2,32111.5,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:10,32112.1,32114.45,32105.3,32107.55,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:11,32107.65,32107.65,32100.7,32103.5,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:12,32102.95,32105,32099.2,32102.95,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:13,32102.9,32114.8,32101.3,32114.55,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:14,32111.65,32117.25,32110.15,32115.25,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:15,32112.55,32126.15,32109.65,32126,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:16,32125.2,32127.65,32120.65,32123.8,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:17,32123.25,32125.3,32117.4,32120.45,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
01-01-2020 11:18,32119.3,32123.65,32110.85,32110.85,02-01-2020,09-01-2020,16-01-2020,30-01-2020,27-02-2020,26-03-2020
